Data.Precipitation,Date,Station.City,State,Temperature,Wind Speed
0,10/2/2016,Roanoke,Virginia,67,1.25
0.43,10/2/2016,Wallops Island,Virginia,72,5.1
0.25,10/2/2016,Washington,Virginia,68,4.95
0.13,10/2/2016,Deer Park,Washington,48,5.5
0,10/2/2016,Ephrata,Washington,56,8.9
0.17,10/2/2016,Olympia,Washington,56,3.35
0.84,10/2/2016,Quillayute,Washington,53,2.75
0.05,10/2/2016,Seattle,Washington,57,4.35
0.11,10/2/2016,Spokane,Washington,53,6.95
0,10/2/2016,Yakima,Washington,54,6.2
0,10/2/2016,Beckley,West Virginia,61,2.85
0.01,10/2/2016,Charleston,West Virginia,65,1
0.31,10/2/2016,Elkins,West Virginia,63,0.85
0,10/2/2016,Huntington,West Virginia,63,2
0.21,10/2/2016,Green Bay,Wisconsin,62,7.95
0,10/2/2016,La Crosse,Wisconsin,63,2.8
0.03,10/2/2016,Madison,Wisconsin,58,6.4
0.28,10/2/2016,Milwaukee,Wisconsin,60,5.55
0,10/2/2016,Casper,Wyoming,60,5.8
0,10/2/2016,Cheyenne,Wyoming,61,4.2
0.02,10/2/2016,Lander,Wyoming,60,2.15
0,10/2/2016,Rawlins,Wyoming,55,6.4
0.04,10/2/2016,Sheridan,Wyoming,62,1.85
0,10/9/2016,Birmingham,Alabama,74,6.9
0,10/9/2016,Huntsville,Alabama,72,8.54
0,10/9/2016,Mobile,Alabama,75,6.75
0,10/9/2016,Montgomery,Alabama,77,7.77
0,10/9/2016,Anchorage,Alaska,41,1.6
0.24,10/9/2016,Annette,Alaska,51,2.88
0.12,10/9/2016,Bethel,Alaska,46,10.31
0,10/9/2016,Bettles,Alaska,30,4.25
1.86,10/9/2016,Cold Bay,Alaska,49,18.34
0,10/9/2016,Cordova,Alaska,40,0.55
0.01,10/9/2016,Delta Junction/Ft Greely,Alaska,33,7.47
0,10/9/2016,Fairbanks,Alaska,34,1.82
0,10/9/2016,Gulkana,Alaska,30,2.28
0,10/9/2016,Gustavus,Alaska,60,1.95
0.1,10/9/2016,Homer,Alaska,45,2.72
0.04,10/9/2016,Iliamna,Alaska,47,10.8
0,10/9/2016,Juneau,Alaska,44,3.4
0,10/9/2016,Kenai,Alaska,40,3.08
0.12,10/9/2016,Ketchikan,Alaska,49,5.27
0.08,10/9/2016,King Salmon,Alaska,46,6.42
0.64,10/9/2016,Kodiak,Alaska,47,7
0.03,10/9/2016,Kotzebue,Alaska,40,15.94
0.02,10/9/2016,Mc Grath,Alaska,36,0.62
0.16,10/9/2016,Nome,Alaska,42,13.2
0,10/9/2016,Northway,Alaska,29,1.61
0,10/9/2016,Palmer,Alaska,40,2.65
0,10/9/2016,Petersburg,Alaska,60,1.18
0,10/9/2016,Puntilla Lake,Alaska,60,0
0,10/9/2016,Shemya,Alaska,60,10.33
0.02,10/9/2016,Sitka,Alaska,48,1.6
0,10/9/2016,Skagway,Alaska,50,9.12
1.15,10/9/2016,St Paul Island,Alaska,48,24.28
0.02,10/9/2016,Talkeetna,Alaska,39,1.11
0,10/9/2016,Tanana,Alaska,32,4.27
0,10/9/2016,Utqiagvik (Barrow),Alaska,33,11.31
0,10/9/2016,Wrangell,Alaska,60,1.47
0,10/9/2016,Yakutat,Alaska,43,0.94
0,10/9/2016,Douglas Bisbee,Arizona,67,4.92
0,10/9/2016,Kingman,Arizona,64,4.74
0,10/9/2016,Phoenix,Arizona,79,3.04
0.01,10/9/2016,Tucson,Arizona,75,4.24
0,10/9/2016,Winslow,Arizona,57,3.48
0.23,10/9/2016,Fort Smith,Arkansas,70,4.72
1.66,10/9/2016,Harrison,Arkansas,64,4.64
0,10/9/2016,North Little Rock,Arkansas,72,0
0,10/9/2016,Bakersfield,California,68,2.58
0,10/9/2016,Bishop,California,56,2.87
0,10/9/2016,China Lake,California,64,2.34
0.01,10/9/2016,Concord,California,65,1.72
0.07,10/9/2016,Eureka,California,56,0
0,10/9/2016,Fresno,California,66,3.32
0.01,10/9/2016,Hayward,California,66,3.07
0,10/9/2016,Long Beach,California,71,2.85
0,10/9/2016,Los Angeles,California,69,4
0.03,10/9/2016,Red Bluff,California,64,4.14
0.02,10/9/2016,Redding,California,64,2.55
0.02,10/9/2016,Sacramento,California,64,2.74
0,10/9/2016,Salinas,California,63,4.04
0,10/9/2016,San Diego,California,71,3.9
0,10/9/2016,San Francisco,California,65,6.57
0,10/9/2016,Sandberg,California,63,13.88
0,10/9/2016,Santa Barbara,California,64,2.94
0,10/9/2016,Santa Maria,California,63,5.85
0.02,10/9/2016,Stockton,California,64,4.24
0.02,10/9/2016,Alamosa,Colorado,43,4.45
0,10/9/2016,Colorado Springs,Colorado,53,6.24
0.44,10/9/2016,Craig,Colorado,44,3.42
0.22,10/9/2016,Denver,Colorado,53,6.52
0.04,10/9/2016,Grand Junction,Colorado,52,2.84
0,10/9/2016,Pueblo,Colorado,56,5.04
1.18,10/9/2016,Bridgeport,Connecticut,62,5.54
0.39,10/9/2016,Windsor Locks,Connecticut,58,3.72
1.27,10/9/2016,Newark,DE,62,6.41
1.27,10/9/2016,Wilmington,Delaware,62,6.41
7.36,10/9/2016,Daytona Beach,Florida,79,10.08
1.82,10/9/2016,Fort Lauderdale,Florida,82,9.62
1.49,10/9/2016,Gainesville,Florida,77,9.7
8.38,10/9/2016,Jacksonville,Florida,75,12.05
0.27,10/9/2016,Key West,Florida,85,8.08
1.27,10/9/2016,Miami,Florida,84,7.25
2.61,10/9/2016,Orlando,Florida,80,10.72
0,10/9/2016,Pensacola,Florida,79,7.11
0.05,10/9/2016,Tallahassee,Florida,79,7.58
0.63,10/9/2016,Tampa,Florida,81,7.95
3.68,10/9/2016,Vero Beach,Florida,80,11.04
2.77,10/9/2016,West Palm Beach,Florida,82,10.45
3.22,10/9/2016,Alma,Georgia,74,5
0.01,10/9/2016,Athens,Georgia,72,6.04
0.13,10/9/2016,Atlanta,Georgia,72,11.22
2.09,10/9/2016,Augusta,Georgia,71,8.97
0.2,10/9/2016,Macon,Georgia,74,8.82
11.52,10/9/2016,Savannah,Georgia,74,13.25
8.28,10/9/2016,Hilo,Hawaii,76,3.52
0,10/9/2016,Honolulu,Hawaii,80,10.07
0,10/9/2016,Kahului,Hawaii,79,11.91
0.02,10/9/2016,Kaunakakai,Hawaii,80,9.01
0.04,10/9/2016,Lihue,Hawaii,80,12.01
0,10/9/2016,Boise,Idaho,57,5.47
0.55,10/9/2016,Lewiston,Idaho,56,2.38
0.18,10/9/2016,Pocatello,Idaho,48,8.68
0.25,10/9/2016,Chicago,Illinois,61,5.87
1.48,10/9/2016,Moline,Illinois,62,5.25
2.54,10/9/2016,Peoria,Illinois,63,4.12
1.11,10/9/2016,Quincy,Illinois,64,6.35
0.18,10/9/2016,Rockford,Illinois,61,5.64
0.98,10/9/2016,Springfield,Illinois,65,5.8
0,10/9/2016,Evansville,Indiana,68,3.88
0.02,10/9/2016,Fort Wayne,Indiana,63,5.35
0,10/9/2016,Indianapolis,Indiana,65,6.01
0.12,10/9/2016,South Bend,Indiana,62,5.8
0.19,10/9/2016,Cedar Rapids,Iowa,60,7.67
0.17,10/9/2016,Des Moines,Iowa,62,7.44
0.32,10/9/2016,Dubuque,Iowa,58,7.08
1.02,10/9/2016,Sioux City,Iowa,56,7.85
0.03,10/9/2016,Waterloo,Iowa,59,7.14
0.84,10/9/2016,Concordia,Kansas,60,8.44
0.09,10/9/2016,Dodge City,Kansas,61,9.31
0,10/9/2016,Goodland,Kansas,56,10.24
0.23,10/9/2016,Medicine Lodge,Kansas,63,6.57
0.76,10/9/2016,Topeka,Kansas,62,5.67
0.63,10/9/2016,Wichita,Kansas,64,8.41
0,10/9/2016,Covington,Kentucky,66,5.22
0.02,10/9/2016,Jackson,Kentucky,65,0.81
0,10/9/2016,Lexington,Kentucky,67,5.57
0,10/9/2016,Louisville,Kentucky,70,4.78
0,10/9/2016,Paducah,Kentucky,68,4.84
0,10/9/2016,Baton Rouge,Louisiana,75,5.37
0.1,10/9/2016,Lake Charles,Louisiana,77,6.75
0,10/9/2016,New Orleans,Louisiana,81,7.91
0,10/9/2016,Shreveport,Louisiana,74,5.84
0.08,10/9/2016,Slidell,Louisiana,74,4.04
0.58,10/9/2016,Bangor,Maine,53,3.75
0.11,10/9/2016,Caribou,Maine,52,3.85
0.81,10/9/2016,Portland,Maine,55,3.38
0.19,10/9/2016,Baltimore,Maryland,63,6.24
3.34,10/9/2016,Salisbury,Maryland,65,8.37
1.85,10/9/2016,Boston,Massachusetts,58,5.62
0,10/9/2016,Milton,Massachusetts,60,6.07
0.97,10/9/2016,Worcester,Massachusetts,57,5.27
0.81,10/9/2016,Alpena,Michigan,57,5.31
0,10/9/2016,Detroit,Michigan,61,5.08
0.4,10/9/2016,Flint,Michigan,59,6.42
1.77,10/9/2016,Grand Rapids,Michigan,59,5.6
0.87,10/9/2016,Houghton Lake,Michigan,56,5.71
0.63,10/9/2016,Lansing,Michigan,60,5.97
0.54,10/9/2016,Marquette,Michigan,51,0
0.28,10/9/2016,Muskegon,Michigan,60,5.14
0.55,10/9/2016,Sault Ste Marie,Michigan,56,4.88
0.66,10/9/2016,Duluth,Minnesota,49,9.62
0.31,10/9/2016,International Falls,Minnesota,48,8.7
1.78,10/9/2016,Minneapolis,Minnesota,54,8.74
0.52,10/9/2016,Rochester,Minnesota,54,8.45
1.57,10/9/2016,St Cloud,Minnesota,50,8.81
0,10/9/2016,Greenville,Mississippi,73,7.21
0,10/9/2016,Greenwood,Mississippi,71,4.8
0,10/9/2016,Gulfport,Mississippi,76,5.71
0,10/9/2016,Hattiesburg,Mississippi,73,3.64
0,10/9/2016,Jackson,Mississippi,74,5.64
0,10/9/2016,Meridian,Mississippi,75,5.82
0,10/9/2016,Tupelo,Mississippi,71,6.8
0.06,10/9/2016,Cape Girardeau,Missouri,67,4.7
0.49,10/9/2016,Columbia,Missouri,64,6.28
2.37,10/9/2016,Kansas City,Missouri,62,8.41
0.11,10/9/2016,Rolla/Vichy,Missouri,63,4.44
0.83,10/9/2016,Springfield,Missouri,65,8.55
1.31,10/9/2016,St Joseph,Missouri,61,5.75
0,10/9/2016,St Louis,Missouri,69,6.28
2.43,10/9/2016,Billings,Montana,48,7.82
0.59,10/9/2016,Butte,Montana,42,2.88
0.06,10/9/2016,Cut Bank,Montana,41,8.44
0.65,10/9/2016,Dillon,Montana,45,5.05
1.87,10/9/2016,Glasgow,Montana,42,15.22
0.97,10/9/2016,Great Falls,Montana,44,5.87
1.75,10/9/2016,Havre,Montana,40,10.1
0.66,10/9/2016,Helena,Montana,49,4.21
1.38,10/9/2016,Kalispell,Montana,46,2.65
0.57,10/9/2016,Miles City,Montana,46,9.05
0.62,10/9/2016,Missoula,Montana,47,2.15
0.1,10/9/2016,Grand Island,Nebraska,56,9.07
1.49,10/9/2016,Lincoln,Nebraska,59,8.34
2.33,10/9/2016,Norfolk,Nebraska,55,8.91
1.4,10/9/2016,North Platte,Nebraska,54,5.94
1.2,10/9/2016,Omaha,Nebraska,59,8.75
0.09,10/9/2016,Scottsbluff,Nebraska,53,4.42
0.36,10/9/2016,Sidney,Nebraska,53,6.38
1.34,10/9/2016,Valentine,Nebraska,52,7.85
0,10/9/2016,Ely,Nevada,43,5.05
0,10/9/2016,Eureka,Nevada,46,3.21
0,10/9/2016,Las Vegas,Nevada,71,2.12
0,10/9/2016,Mercury,Nevada,63,3.85
0,10/9/2016,Reno,Nevada,53,2.11
0,10/9/2016,Winnemucca,Nevada,46,2.95
0.87,10/9/2016,Concord,New Hampshire,57,1.58
0,10/9/2016,Mt. Washington,New Hampshire,60,15.97
2.05,10/9/2016,Atlantic City,New Jersey,61,6.75
0.65,10/9/2016,Newark,New Jersey,63,5.75
0.74,10/9/2016,Albuquerque,New Mexico,60,6.12
0.03,10/9/2016,Clayton,New Mexico,58,9.12
0.26,10/9/2016,Roswell,New Mexico,66,5.54
0.03,10/9/2016,Albany,New York,59,3.07
0.07,10/9/2016,Binghamton,New York,55,5.3
0.22,10/9/2016,Buffalo,New York,61,5.62
0.02,10/9/2016,Glens Falls,New York,57,2.25
1.34,10/9/2016,Islip,New York,60,5.52
0.62,10/9/2016,New York,New York,65,7
0.11,10/9/2016,Rochester,New York,61,4.97
0.8,10/9/2016,Syracuse,New York,58,3.65
0.51,10/9/2016,Asheville,North Carolina,62,6.07
4.51,10/9/2016,Cape Hatteras,North Carolina,75,13.12
2.78,10/9/2016,Charlotte,North Carolina,67,9.71
3.91,10/9/2016,Greensboro,North Carolina,66,9.64
1.01,10/9/2016,Hickory,North Carolina,66,5.55
6.96,10/9/2016,Raleigh/Durham,North Carolina,67,8.91
6.6,10/9/2016,Wilmington,North Carolina,72,12.24
0.18,10/9/2016,Bismarck,North Dakota,47,12.58
0.91,10/9/2016,Dickinson,North Dakota,44,14.08
0.85,10/9/2016,Fargo,North Dakota,50,14.2
0.81,10/9/2016,Grand Forks,North Dakota,49,13.35
0.37,10/9/2016,Williston,North Dakota,44,9.71
0.04,10/9/2016,Akron,Ohio,61,7.15
0,10/9/2016,Cleveland,Ohio,64,8.11
0,10/9/2016,Columbus,Ohio,64,6.54
0,10/9/2016,Dayton,Ohio,63,6.08
0,10/9/2016,Mansfield,Ohio,61,7.48
0.01,10/9/2016,Toledo,Ohio,62,4.05
0,10/9/2016,Youngstown/Warren,Ohio,59,6.6
0.01,10/9/2016,Gage,Oklahoma,65,10.82
0.79,10/9/2016,Oklahoma City,Oklahoma,68,11.01
4.92,10/9/2016,Ponca City,Oklahoma,66,11.2
1.65,10/9/2016,Tulsa,Oklahoma,69,8.6
3.01,10/9/2016,Astoria,Oregon,57,6.84
0.13,10/9/2016,Burns,Oregon,47,3.58
0.71,10/9/2016,Eugene,Oregon,59,7.15
0.19,10/9/2016,Medford,Oregon,60,1.4
0.24,10/9/2016,Pendleton,Oregon,56,3.58
1.76,10/9/2016,Portland,Oregon,58,6.17
0.14,10/9/2016,Redmond,Oregon,52,3.11
1.68,10/9/2016,Salem,Oregon,58,7.01
0.12,10/9/2016,Allentown,Pennsylvania,60,3.64
0.03,10/9/2016,Erie,Pennsylvania,62,8.35
0.06,10/9/2016,Harrisburg,Pennsylvania,62,4.08
1.15,10/9/2016,Philadelphia,Pennsylvania,64,6.92
0.11,10/9/2016,Pittsburgh,Pennsylvania,59,5.15
0,10/9/2016,Wilkes-Barre/Scranton,Pennsylvania,59,3.85
0.08,10/9/2016,Williamsport,Pennsylvania,60,2.37
0.45,10/9/2016,San Juan,Puerto Rico,84,4.08
1.67,10/9/2016,Providence,Rhode Island,59,5.45
0.46,10/9/2016,Anderson,South Carolina,70,8.1
10.49,10/9/2016,Charleston,South Carolina,73,12.2
4.45,10/9/2016,Columbia,South Carolina,72,8.15
0.44,10/9/2016,Greer,South Carolina,68,8.45
0.65,10/9/2016,Aberdeen,South Dakota,49,11.38
0.78,10/9/2016,Huron,South Dakota,51,9.57
0.47,10/9/2016,Pierre,South Dakota,51,10.7
0.16,10/9/2016,Rapid City,South Dakota,48,5.54
3.02,10/9/2016,Sioux Falls,South Dakota,53,9.5
0.25,10/9/2016,Bristol/Jhnsn Cty/Kngsprt,Tennessee,63,2.57
0,10/9/2016,Chattanooga,Tennessee,71,5.85
0,10/9/2016,Clarksville,Tennessee,68,4.92
0,10/9/2016,Crossville,Tennessee,64,4.12
0,10/9/2016,Knoxville,Tennessee,68,5.87
0.02,10/9/2016,Memphis,Tennessee,74,7.14
0,10/9/2016,Nashville,Tennessee,70,5.11
0,10/9/2016,Oak Ridge,Tennessee,69,0.75
0.08,10/9/2016,Abilene,Texas,71,10.28
0,10/9/2016,Amarillo,Texas,63,10.6
0,10/9/2016,Austin/Bergstrom,Texas,75,6.2
0,10/9/2016,Austin/City,Texas,77,2.47
0.2,10/9/2016,Beaumont/Port Arthur,Texas,77,7.88
0.21,10/9/2016,Brownsville,Texas,83,6.04
0,10/9/2016,Childress,Texas,68,7.62
0.01,10/9/2016,College Station,Texas,76,6.74
0.12,10/9/2016,Corpus Christi,Texas,81,7.62
0.1,10/9/2016,Dalhart,Texas,61,8.12
1.05,10/9/2016,Dallas,Texas,75,9.82
1.64,10/9/2016,Dallas-Fort Worth,Texas,75,10.04
0.1,10/9/2016,Del Rio,Texas,76,6.81
0,10/9/2016,El Paso,Texas,70,6.21
0.82,10/9/2016,Fort Worth,Texas,74,9.64
0,10/9/2016,Galveston,Texas,81,11.2
0.03,10/9/2016,Houston,Texas,79,7.1
0.03,10/9/2016,Lubbock,Texas,66,8.58
0.31,10/9/2016,Midland,Texas,73,9.64
1.49,10/9/2016,San Angelo,Texas,73,7.31
0.05,10/9/2016,San Antonio,Texas,78,6.37
0,10/9/2016,Victoria,Texas,77,6.47
0.02,10/9/2016,Waco,Texas,74,8.57
1.65,10/9/2016,Wichita Falls,Texas,70,10.82
0.11,10/9/2016,Salt Lake City,Utah,53,3.58
4.3,10/9/2016,Blacksburg,VA,63,5.18
0.12,10/9/2016,Burlington,Vermont,60,4.71
1.73,10/9/2016,Lynchburg,Virginia,62,7.32
9.28,10/9/2016,Norfolk,Virginia,69,15.72
4.14,10/9/2016,Richmond,Virginia,65,10.04
4.3,10/9/2016,Roanoke,Virginia,63,5.18
6.57,10/9/2016,Wallops Island,Virginia,67,12.55
0.34,10/9/2016,Washington,Virginia,66,9.05
1.28,10/9/2016,Deer Park,Washington,48,2.18
0.45,10/9/2016,Ephrata,Washington,55,3.25
1.68,10/9/2016,Olympia,Washington,55,6.47
5.52,10/9/2016,Quillayute,Washington,52,4.28
1.26,10/9/2016,Seattle,Washington,56,7.18
1.09,10/9/2016,Spokane,Washington,51,6.71
0.68,10/9/2016,Yakima,Washington,57,3.17
1.62,10/9/2016,Beckley,West Virginia,58,7.31
1.34,10/9/2016,Charleston,West Virginia,62,2
0.87,10/9/2016,Elkins,West Virginia,57,2.11
0,10/9/2016,Huntington,West Virginia,65,4.01
0.12,10/9/2016,Green Bay,Wisconsin,56,6.45
0.16,10/9/2016,La Crosse,Wisconsin,58,6.11
0.41,10/9/2016,Madison,Wisconsin,57,4.54
0.21,10/9/2016,Milwaukee,Wisconsin,60,5.98
0.05,10/9/2016,Casper,Wyoming,47,10.44
0.12,10/9/2016,Cheyenne,Wyoming,48,9.14
0.29,10/9/2016,Lander,Wyoming,46,1.32
0.08,10/9/2016,Rawlins,Wyoming,43,12.08
0.56,10/9/2016,Sheridan,Wyoming,46,7.15
0,10/16/2016,Birmingham,Alabama,70,2.6
0,10/16/2016,Huntsville,Alabama,69,4.38
0,10/16/2016,Mobile,Alabama,72,3.07
0.12,10/16/2016,Montgomery,Alabama,70,3.92
0,10/16/2016,Anchorage,Alaska,37,3.84
0.11,10/16/2016,Annette,Alaska,49,4.55
0.06,10/16/2016,Bethel,Alaska,41,14.11
0,10/16/2016,Bettles,Alaska,29,4.48
1.5,10/16/2016,Cold Bay,Alaska,48,12.68
0.32,10/16/2016,Cordova,Alaska,39,1.8
0,10/16/2016,Delta Junction/Ft Greely,Alaska,30,12.67
0,10/16/2016,Fairbanks,Alaska,32,5.98
0.01,10/16/2016,Gulkana,Alaska,22,2.3
0,10/16/2016,Gustavus,Alaska,60,1.2
0,10/16/2016,Homer,Alaska,45,7.2
0,10/16/2016,Iliamna,Alaska,44,11.3
1.5,10/16/2016,Juneau,Alaska,37,2.98
0,10/16/2016,Kenai,Alaska,40,9.25
0.55,10/16/2016,Ketchikan,Alaska,45,4.17
0,10/16/2016,King Salmon,Alaska,44,15.31
4.71,10/16/2016,Kodiak,Alaska,47,15.12
0,10/16/2016,Kotzebue,Alaska,39,12.65
0,10/16/2016,Mc Grath,Alaska,34,4.97
0.08,10/16/2016,Nome,Alaska,40,7
0,10/16/2016,Northway,Alaska,23,1.81
0,10/16/2016,Palmer,Alaska,38,10.25
0,10/16/2016,Petersburg,Alaska,60,1.15
0,10/16/2016,Puntilla Lake,Alaska,60,0
0,10/16/2016,Shemya,Alaska,60,8.4
1.77,10/16/2016,Sitka,Alaska,47,4.7
0,10/16/2016,Skagway,Alaska,42,8.24
0.8,10/16/2016,St Paul Island,Alaska,47,12.11
0,10/16/2016,Talkeetna,Alaska,38,4.64
0,10/16/2016,Tanana,Alaska,30,7.62
0.03,10/16/2016,Utqiagvik (Barrow),Alaska,33,15.21
0,10/16/2016,Wrangell,Alaska,60,4.3
0.16,10/16/2016,Yakutat,Alaska,39,3.35
0,10/16/2016,Douglas Bisbee,Arizona,67,1.64
0,10/16/2016,Kingman,Arizona,70,8.04
0,10/16/2016,Phoenix,Arizona,81,2.85
0,10/16/2016,Tucson,Arizona,78,4.38
0,10/16/2016,Winslow,Arizona,65,5.45
0.12,10/16/2016,Fort Smith,Arkansas,70,4.45
1.44,10/16/2016,Harrison,Arkansas,63,6.5
1.45,10/16/2016,North Little Rock,Arkansas,68,0
0.02,10/16/2016,Bakersfield,California,71,3.28
0,10/16/2016,Bishop,California,64,2.8
0,10/16/2016,China Lake,California,71,11.42
1.14,10/16/2016,Concord,California,63,6.61
4.61,10/16/2016,Eureka,California,58,0
0,10/16/2016,Fresno,California,69,5.67
1.69,10/16/2016,Hayward,California,62,5.21
0,10/16/2016,Long Beach,California,68,3.64
0,10/16/2016,Los Angeles,California,66,7.51
0.89,10/16/2016,Red Bluff,California,64,9.82
2.83,10/16/2016,Redding,California,63,8.64
1.99,10/16/2016,Sacramento,California,64,5.97
0.16,10/16/2016,Salinas,California,62,4.21
0,10/16/2016,San Diego,California,69,5.55
1.3,10/16/2016,San Francisco,California,61,8.41
0,10/16/2016,Sandberg,California,65,9.07
0.29,10/16/2016,Santa Barbara,California,60,3.24
0.21,10/16/2016,Santa Maria,California,61,4.67
0.94,10/16/2016,Stockton,California,66,5.31
0,10/16/2016,Alamosa,Colorado,51,5.34
0,10/16/2016,Colorado Springs,Colorado,61,4.02
0.13,10/16/2016,Craig,Colorado,52,5.35
0.04,10/16/2016,Denver,Colorado,60,4.85
0.03,10/16/2016,Grand Junction,Colorado,64,4.81
0,10/16/2016,Pueblo,Colorado,61,5.14
0,10/16/2016,Bridgeport,Connecticut,56,5.16
0,10/16/2016,Windsor Locks,Connecticut,52,4.55
0,10/16/2016,Newark,DE,55,3.82
0,10/16/2016,Wilmington,Delaware,55,3.82
0.26,10/16/2016,Daytona Beach,Florida,77,12.21
0.93,10/16/2016,Fort Lauderdale,Florida,81,12.37
0.16,10/16/2016,Gainesville,Florida,73,7.17
1.13,10/16/2016,Jacksonville,Florida,71,8.48
0.06,10/16/2016,Key West,Florida,82,10.61
3.79,10/16/2016,Miami,Florida,82,8.98
0.16,10/16/2016,Orlando,Florida,77,9.85
0,10/16/2016,Pensacola,Florida,74,4.18
0.11,10/16/2016,Tallahassee,Florida,73,5.5
0.2,10/16/2016,Tampa,Florida,79,7.08
0.39,10/16/2016,Vero Beach,Florida,80,12.01
0.25,10/16/2016,West Palm Beach,Florida,81,13.12
0.01,10/16/2016,Alma,Georgia,69,2.44
0.02,10/16/2016,Athens,Georgia,65,3.01
0.03,10/16/2016,Atlanta,Georgia,68,5.91
0,10/16/2016,Augusta,Georgia,66,2
0,10/16/2016,Macon,Georgia,66,3.35
0.09,10/16/2016,Savannah,Georgia,69,6.68
1.81,10/16/2016,Hilo,Hawaii,76,2.54
0,10/16/2016,Honolulu,Hawaii,81,12.25
0.05,10/16/2016,Kahului,Hawaii,80,15.77
0.05,10/16/2016,Kaunakakai,Hawaii,80,12.71
0.13,10/16/2016,Lihue,Hawaii,80,16.58
0.19,10/16/2016,Boise,Idaho,57,8.07
0.38,10/16/2016,Lewiston,Idaho,52,3.48
0.81,10/16/2016,Pocatello,Idaho,52,8.94
0.43,10/16/2016,Chicago,Illinois,58,7.62
0.03,10/16/2016,Moline,Illinois,60,6.07
1.01,10/16/2016,Peoria,Illinois,60,6.95
0.65,10/16/2016,Quincy,Illinois,62,8.02
0.22,10/16/2016,Rockford,Illinois,59,7.34
0.57,10/16/2016,Springfield,Illinois,63,8.1
0,10/16/2016,Evansville,Indiana,63,4.75
0.88,10/16/2016,Fort Wayne,Indiana,58,6.95
0.25,10/16/2016,Indianapolis,Indiana,61,7.9
1.19,10/16/2016,South Bend,Indiana,57,8.21
1.14,10/16/2016,Cedar Rapids,Iowa,57,7.87
0.65,10/16/2016,Des Moines,Iowa,59,8.95
1.02,10/16/2016,Dubuque,Iowa,56,9.3
0.01,10/16/2016,Sioux City,Iowa,53,9.3
0.33,10/16/2016,Waterloo,Iowa,56,9.24
0.1,10/16/2016,Concordia,Kansas,58,10.48
0,10/16/2016,Dodge City,Kansas,63,11.37
0.04,10/16/2016,Goodland,Kansas,61,6.92
0.57,10/16/2016,Medicine Lodge,Kansas,65,9.97
0.13,10/16/2016,Topeka,Kansas,63,7.81
0.49,10/16/2016,Wichita,Kansas,65,13.37
0.04,10/16/2016,Covington,Kentucky,62,6.42
0.17,10/16/2016,Jackson,Kentucky,63,0.45
0,10/16/2016,Lexington,Kentucky,63,6.35
0,10/16/2016,Louisville,Kentucky,66,5.92
0.1,10/16/2016,Paducah,Kentucky,65,4.67
0,10/16/2016,Baton Rouge,Louisiana,75,3.72
0,10/16/2016,Lake Charles,Louisiana,76,3.81
0,10/16/2016,New Orleans,Louisiana,79,5.58
0.81,10/16/2016,Shreveport,Louisiana,74,4.24
0,10/16/2016,Slidell,Louisiana,72,1.9
0.12,10/16/2016,Bangor,Maine,47,6.8
0.73,10/16/2016,Caribou,Maine,45,7.15
0.03,10/16/2016,Portland,Maine,48,5.24
0,10/16/2016,Baltimore,Maryland,55,2.58
0,10/16/2016,Salisbury,Maryland,57,3.71
0,10/16/2016,Boston,Massachusetts,54,7.28
0,10/16/2016,Milton,Massachusetts,60,7.85
0,10/16/2016,Worcester,Massachusetts,51,8.02
0.41,10/16/2016,Alpena,Michigan,52,5.17
0.3,10/16/2016,Detroit,Michigan,56,6.1
1.35,10/16/2016,Flint,Michigan,54,6.78
2.04,10/16/2016,Grand Rapids,Michigan,56,7.08
0.76,10/16/2016,Houghton Lake,Michigan,51,5.6
1.45,10/16/2016,Lansing,Michigan,56,7.31
0.28,10/16/2016,Marquette,Michigan,47,0
1.89,10/16/2016,Muskegon,Michigan,56,7.05
0.63,10/16/2016,Sault Ste Marie,Michigan,51,5.15
0.42,10/16/2016,Duluth,Minnesota,50,10.8
0.82,10/16/2016,International Falls,Minnesota,45,5.88
0.02,10/16/2016,Minneapolis,Minnesota,55,9.67
0.14,10/16/2016,Rochester,Minnesota,54,11.44
0.03,10/16/2016,St Cloud,Minnesota,50,8.74
0.1,10/16/2016,Greenville,Mississippi,70,5.05
0.08,10/16/2016,Greenwood,Mississippi,70,2.58
0,10/16/2016,Gulfport,Mississippi,74,4.51
0,10/16/2016,Hattiesburg,Mississippi,70,1.24
0,10/16/2016,Jackson,Mississippi,72,2.57
0,10/16/2016,Meridian,Mississippi,70,1.75
0.41,10/16/2016,Tupelo,Mississippi,69,4.24
0.34,10/16/2016,Cape Girardeau,Missouri,62,5.55
0.01,10/16/2016,Columbia,Missouri,63,8.98
0.11,10/16/2016,Kansas City,Missouri,62,11.18
0.02,10/16/2016,Rolla/Vichy,Missouri,63,9.58
1.77,10/16/2016,Springfield,Missouri,64,11.04
0.16,10/16/2016,St Joseph,Missouri,59,8.38
0.06,10/16/2016,St Louis,Missouri,66,7.27
0.29,10/16/2016,Billings,Montana,47,9.65
0.51,10/16/2016,Butte,Montana,40,3.68
0.35,10/16/2016,Cut Bank,Montana,36,10.58
0.22,10/16/2016,Dillon,Montana,45,10.28
0.05,10/16/2016,Glasgow,Montana,43,7.18
0.19,10/16/2016,Great Falls,Montana,41,10.9
0.74,10/16/2016,Havre,Montana,33,5.95
0.28,10/16/2016,Helena,Montana,44,4.71
